,name,Type_x,Class,(A)chondrite,Group_x,Petrologic type,Type_y,Group_y,mass (g),Year,Month,Day,Hour,Locality,Country,continent,latitude,longitude
397,Lishui,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,498.0,1978,September,10,1600,Jiangsu,China,Asia,31.6333,118.9833
398,Little Piney,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,491.0,1839,February,13,1530,Missouri,USA,North America,37.9167,-92.0833
399,Lodran,Stone,Lodranite,Achondrite,LOD,,Primitive Achondrite,Lodranite,1000.0,1868,October,1,1400,Punjab,Pakistan,Asia,29.5333,71.8
400,Lohawat,Stone,Howardite,Achondrite,HOW,,Achondrite,Howardite,40000.0,1994,October,30,2345 (local time),Rajasthan,India,Asia,26.9656,72.6267
401,Lahrauli,Stone,Ureilite,Achondrite,URE,,Primitive Achondrite,Ureilite,900.0,1955,March,24,1100,Uttar Pradesh,India,Asia,26.7833,82.7167
402,Los Martinez,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,25.0,1894,May,,,,Spain,Europe,37.7833,-1.7833
403,La Bécasse,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,2800.0,1879,January,31,1230,Indre,France,Europe,47.0833,1.75
404,Lost City,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,17000.0,1970,January,3,2014,Oklahoma,USA,North America,36.0083,-95.15
405,Louisville,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1300.0,1977,January,31,1530,Kentucky,USA,North America,38.25,-85.75
406,Lowicz,Stony-iron,Mesosiderite,,MES,,,,,1935,March,12,52,,Poland,,52.0,19.9167
407,Lua,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,9241.0,1926,June,26,1600,Rajasthan,India,Asia,24.95,75.15
408,Lakangaon,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,212.5,1910,November,24,1800,Madhya Pradesh,India,Asia,21.8667,76.0333
409,Lumpkin,Stone,Ordinary,Chondrite,H,6,Chondrite,L6,340.0,1869,October,6,1145,Georgia,USA,North America,32.0333,-84.7667
410,Lunan,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,2520.0,1980,April,4,1700,Yunan,China,Asia,24.8,103.3
411,Lundsgård,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,11000.0,1889,April,3,2030,Skåne,Sweden,Europe,56.2167,13.0333
412,Lusaka,,,,,,Unclassified,Unknown,,1951,April,,,,Congo,Africa,-7.2167,29.4333
413,Lalitpur,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,372.0,1887,April,7,1030,Uttar Pradesh,India,Asia,24.45,78.5667
414,Lancé,Stone,Carbonaceous,Chondrite,CO,3,Chondrite,CO3.5,51700.0,1872,July,23,1720,Loir-et-Cher,France,Europe,47.7,1.0667
415,Lancon,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,7000.0,1897,June,20,2030,Bouches du Rhone,France,Europe,43.75,5.1167
416,Laborel,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,3833.0,1871,June,14,2000,Drome,France,Europe,44.2833,5.5833
417,Långhalsen,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,2300.0,1947,February,6,1515,Södermanland,Sweden,Europe,58.85,16.7333
418,Lanxi,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1282.0,1986,June,10,1000,Heilongjiang,China,Asia,46.2417,126.1961
419,Lanzenkirchen,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,7000.0,1925,August,28,1925,Nieder Osterreich,Austria,Europe,47.75,16.2333
420,Laochenzhen,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,14250.0,1987,February,23,300,Henan,China,Asia,33.1333,115.1667
421,La Charca,Stone,,Chondrite,,,Chondrite,OC,399.0,1878,June,11,1130,Guanajuato,Mexico,North America,20.6667,-101.2833
422,Launton,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1060.0,1830,February,15,1930,Oxfordshire,England,Europe,51.9,-1.1167
423,Lavrentievka,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,800.0,1938,January,11,1430,Orenburg Province,Russia,Europe,52.45,51.5667
424,La Colina,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,2000.0,1924,March,19,2330,Buenos Aires provinc,Argentina,South America,-37.3333,-61.5333
425,Leedey,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,51500.0,1943,November,25,1900,Oklahoma,USA,North America,35.8833,-99.3333
426,La Criolla,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,45000.0,1985,January,6,,Entre Rios,Argentina,South America,-31.2333,-58.1667
427,Leeuwfontein,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,460.0,1912,June,21,1400,Transvaal,South Africa,Africa,-25.6667,28.3667
428,Leighlinbridge,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,271.4,1999,November,28,2210 (local time),Carlow,Ireland,Europe,52.6667,-6.9667
429,Maryville,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1443.0,1983,January,28,513,Tennessee,USA,North America,35.8,-84.1
430,Mascombes,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1000.0,1836,January,31,1300,Correze,France,Europe,45.3667,1.8667
431,Mayo Belwa,Stone,Aubrite,Achondrite,AUB,,Achondrite,Aubrite,4850.0,1974,August,3,evening,,Nigeria,Africa,8.9667,12.0833
432,Mazapil,Iron,Medium octahedrite,,IAB,Om,Primitive Achondrite,"Iron, IAB-sLL",4000.0,1885,November,27,2100,Zacatecas,Mexico,North America,24.6833,-101.6833
433,Maziba,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,4975.0,1942,September,24,,Kigezi district,Uganda,Africa,-1.2167,30.0
434,Mbale,Stone,Ordinary,Chondrite,L,5-6,Chondrite,L5/6,150000.0,1992,August,14,15:40 (Local); 12:40,,Uganda,Africa,1.0667,34.1667
435,Madhipura,Stone,Ordinary,Chondrite,L,,Chondrite,L,1000.0,1950,May,23,1500,Bihar,India,Asia,25.9167,86.3667
436,Medanitos,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-cm,31.0,1953,July,14,1400,Catamarca,Argentina,South America,-27.25,-67.5
437,Meester-Cornelis,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,24750.0,1915,June,2,0600-0615,Java,Indonesia,Asia,-6.2333,106.8833
438,Menow,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,10500.0,1862,October,7,1230,Brandenburg,Germany,Europe,53.1833,13.15
439,Menziswyl,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,28.9,1903,July,,,Fribourg,Switzerland,Europe,46.8186,7.2181
440,Mern,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,4000.0,1878,August,29,1430,Sorestrøm,Denmark,Europe,55.05,12.0667
441,Meru,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,6000.0,1945,February,2,1700,,Kenya,Africa,0.0,37.6667
442,Madiun,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,400.0,1935,June,20,,Java,Indonesia,Asia,-7.75,111.5333
443,Merua,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,71400.0,1920,August,30,1115,Uttar Pradesh,India,Asia,25.4833,81.9833
444,Messina,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,2405.0,1955,July,16,1307,Sicily,Italy,Europe,38.1833,15.5667
445,Meuselbach,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,870.0,1897,May,19,1945,Thuringen,Germany,Europe,50.5833,11.1
446,Mezel,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1300.0,1949,January,25,1956,Puy de Dome,France,Europe,45.7667,3.25
447,Mezö-Madaras,Stone,Ordinary,Chondrite,L,3,Chondrite,L3.7,22700.0,1852,September,4,1630,Harghita,Romania,Europe,46.5,25.7333
448,Madrid,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,400.0,1896,February,10,930,,Spain,Europe,40.4167,-3.7167
449,Mianchi,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1100.0,1980,September,4,1100,Henan,China,Asia,34.8,111.7
450,Middlesbrough,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1600.0,1881,March,14,1535,Yorkshire,England,Europe,54.5667,-1.1667
451,Mighei,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,8000.0,1889,June,18,830,Mykolaïv Province,Ukraine,Europe,48.0667,30.9667
452,Mihonoseki,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,6380.0,1992,December,10,21:00 (local),Honshu,Japan,Asia,35.5683,133.22
453,Mabwe-Khoywa,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,540.0,1937,September,17,2245,Kayah,Burma,Asia,19.0,97.0
454,Mike,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,224.2,1944,May,3,1900,,Hungary,Europe,46.2333,17.5333
455,Milena,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,10000.0,1842,April,26,1500,,Croatia,Europe,46.1833,16.1
456,Millbillillie,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-mmict,330000.0,1960,October,,,Western Australia,Australia,Oceania,-26.45,120.3667
457,Miller (Arkansas),Stone,Ordinary,Chondrite,H,5,Chondrite,H5,16700.0,1930,July,13,,Arkansas,USA,North America,35.4,-92.05
458,Min-Fan-Zhun,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,5500.0,1952,April,1,,Jiangsu,China,Asia,32.3333,120.6667
459,Minnichhof,Stone,,Chondrite,,,Chondrite,OC,550.0,1905,May,27,1045,,Austria,Europe,47.7,16.6
460,Mirzapur,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,8510.0,1910,January,7,1130,Uttar Pradesh,India,Asia,25.6833,83.25
461,Misshof,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,5800.0,1890,April,10,1530,Dobeles,Latvia,Europe,56.6667,23.0
462,Mjelleim,Stone,Ordinary,Chondrite,H,,Chondrite,H,100.7,1898,January,24,1400-1500,Nordfjord,Norway,Europe,61.7333,5.9333
463,Mocs,Stone,Ordinary,Chondrite,L,6,Chondrite,L5-6,300000.0,1882,February,3,1600,Transylvania,Romania,Europe,46.8,24.0333
464,Modoc (1905),Stone,Ordinary,Chondrite,L,6,Chondrite,L6,35000.0,1905,September,2,2130,Kansas,USA,North America,38.5,-101.1
465,Mokoia,Stone,Carbonaceous,Chondrite,CV,3,Chondrite,CV3,4500.0,1908,November,26,1230,North Island,New Zealand,Oceania,-39.6333,174.4
466,Molina,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,144000.0,1858,December,24,,,Spain,Europe,38.1167,-1.1667
467,Monahans (1998),Stone,Ordinary,Chondrite,H,5,Chondrite,H5,2587.0,1998,March,22,1848 CST,Texas,USA,North America,31.6083,-102.8583
468,Monroe,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,8600.0,1849,October,31,1500,North Carolina,USA,North America,35.25,-80.5
469,Monte das Fortes,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,4885.0,1950,August,23,late afternoon,,Portugal,Europe,38.0167,-8.25
470,Monte Milone,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,3130.0,1846,May,8,915,Marche,Italy,Europe,43.2667,13.35
471,Montlivault,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,500.0,1838,July,22,,Loir-et-Cher,France,Europe,47.6333,1.5833
472,Monze,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,,1950,October,5,410,Southern Province,Zambia,Africa,-15.9667,27.35
473,Moore County,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-cm,1880.0,1913,April,21,1700,North Carolina,USA,North America,35.4167,-79.3833
474,Moorleah,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,8887.5,1930,October,,1830,Tasmania,Australia,Oceania,-40.975,145.6
475,Morávka,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,633.0,2000,May,6,1151 (UTC),North Moravia,Czech Republic,Europe,49.6,18.5333
476,Mornans,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1300.0,1875,September,,,Drome,France,Europe,44.6,-5.1333
477,Magombedze,Stone,Ordinary,Chondrite,H,5,Chondrite,H3-5,666.6,1990,July,2,1730,,Zimbabwe,Africa,-19.6333,31.1667
478,Moti-ka-nagla,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,1500.0,1868,December,22,1700,Rajasthan,India,Asia,26.8333,77.3333
479,Motta di Conti,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,9150.0,1868,February,29,1100,Piemonte,Italy,Europe,45.2,8.5
480,Mount Browne,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,11300.0,1902,July,17,930,New South Wales,Australia,Oceania,-29.8,141.7
481,Mount Tazerzait,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,110000.0,1991,August,21,,,Niger,Africa,18.7,4.8
482,Mtola,Stone,,,,,Unclassified,Stone-uncl,1100.0,1944,June,17,1000,Mzimba district,Malawi,Africa,-11.5,33.5
483,Muddoor,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,4400.0,1865,September,21,700,Karnataka,India,Asia,12.6333,77.0167
484,Muraid,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,4703.0,1924,August,7,1430,Dacca,Bangladesh,Asia,24.5,90.2167
485,Murchison,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,100000.0,1969,September,28,1045-1100,Victoria,Australia,Oceania,-36.6167,145.2
486,Murray,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,12600.0,1950,September,20,,Kentucky,USA,North America,36.6,-88.1
487,Muzaffarpur,Iron,Plessitic octahedrite,,UNGR,Opl,Primitive Achondrite,"Iron, IAB-sHL",1245.0,1964,April,11,1700,Bihar,India,Asia,26.1333,85.5333
488,Myhee Caunta,Stone,,Chondrite,,,Chondrite,OC,,1842,November,30,1600,Gujarat,India,Asia,23.05,72.6333
489,Majorca,Iron,Octahedrite,,,O,,,,1935,July,17,1135,,Spain,,39.45,2.8167
490,Malaga,Stone,,Chondrite,,,Chondrite,OC,150.0,1933,November,,,New Mexico,USA,North America,32.2167,-104.0
491,Malakal,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,2000.0,1970,August,,,,Sudan,Africa,9.5,31.75
492,Malampaka,Stone,Ordinary,Chondrite,H,,Chondrite,H,470.0,1930,September,,at mid-day,,Tanzania,Africa,-3.1333,33.5167
493,Macau,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1500.0,1836,November,11,500,Rio Grande do Norte,Brazil,South America,-5.2,-36.6667
494,Malotas,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,,1931,June,22,440,Santiago del Estero,Argentina,South America,-28.9333,-63.2333
495,Malvern,Stone,Howardite,Achondrite,HOW,,Achondrite,Eucrite-pmict,807.0,1933,November,20-30,,Orange Free State,South Africa,Africa,-29.45,26.7667
496,Mamra Springs,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1000.0,1927,May,42125,,,Kazakstan,Asia,45.2167,62.0833
497,Manbhoom,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,1700.0,1863,December,22,900,West Bengal,India,Asia,23.05,86.7
498,Manegaon,Stone,Diogenite,Achondrite,DIO,,Achondrite,Diogenite,50.0,1843,June,29,1530,Maharashtra,India,Asia,20.9667,76.1
499,Mangwendi,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,22300.0,1934,March,7,1245,Mashonaland,Zimbabwe,Africa,-17.65,31.6
500,Machinga,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,93200.0,1981,January,22,1000,Southern province,Malawi,Africa,-15.2122,35.2422
501,Manych,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.4,3555.0,1951,October,20,1530,Kalmykia Republic,Russia,Europe,45.8167,44.6333
502,Macibini,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-pmict,1995.0,1936,September,23,800,Natal,South Africa,Africa,-28.8333,31.95
503,Mardan,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,4500.0,1948,May,8,1200,North-west Frontier,Pakistan,Asia,34.2333,72.0833
504,Maria Linden,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,114.0,1925,April,15,,,South Africa,Africa,,
505,Mariaville,Iron,Octahedrite,,,O,Unclassified,Iron,340.0,1898,October,16,midnight,Nebraska,USA,North America,42.7167,-99.3833
506,Marilia,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,2500.0,1971,October,5,1700,São Paulo,Brazil,South America,-22.25,-49.9333
507,Marion (Iowa),Stone,Ordinary,Chondrite,L,6,Chondrite,L6,28400.0,1847,February,25,1445,Iowa,USA,North America,41.9,-91.6
508,Marjalahti,Stony-iron,Pallasite,,PAL,,Achondrite,"Pallasite, PMG",45000.0,1902,June,,2200,Karelian Republic,Russia,Europe,61.5,30.5
509,Marmande,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,3000.0,1848,July,4,,Lot-et-Garonne,France,Europe,44.5,0.15
510,Nadiabondi,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,8165.0,1956,July,27,1930,Gourma,Burkina Faso,Africa,11.955,1.5233
511,Niger (L6),Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3.3,1967,August,1,,,Niger,Africa,,
512,Niger (LL6),Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,3.3,1967,August,1,,,Niger,Africa,,
513,Nikolaevka,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,3996.0,1935,July,11,300,Pavlodar,Kazakstan,Asia,52.45,78.6333
514,Nikolskoe,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,6000.0,1954,March,6,1522,Moscow,Russia,Europe,56.1167,37.3333
515,Ningbo,Iron,Fine octahedrite,,IVA,Of,Achondrite,"Iron, IVA",14250.0,1975,October,4,1220,Zhejiang,China,Asia,29.9,121.55
516,Ningqiang,Stone,Carbonaceous,Chondrite,CK,3,Chondrite,C3-ung,4610.0,1983,June,25,1900,Shanxi,China,Asia,32.925,105.9067
517,Nio,Stone,Ordinary,Chondrite,H,,Chondrite,H3-4,467.0,1897,August,8,2230,Honshu,Japan,Asia,34.2,131.5667
518,N'Kandhla,Iron,Medium octahedrite,,IID,Om,Achondrite,"Iron, IID",17200.0,1912,August,1,1330,Natal,South Africa,Africa,-28.5667,30.7
519,Noblesville,Stone,Ordinary,Chondrite,H,4,Chondrite,H4-6,483.7,1991,August,31,approx. 1900 CDT,Indiana,USA,North America,40.0853,-86.055
520,Nogoya,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,4000.0,1879,June,30,,Entre Rios,Argentina,South America,-32.3667,-59.8333
521,Norfork,Iron,Medium octahedrite,,IIIAB,Om,Achondrite,"Iron, IIIAB",1050.0,1918,October,,,Arkansas,USA,North America,36.2167,-92.2667
522,Nakhla,Stone,Nakhlite,Achondrite,SNC,,Achondrite,Martian (nakhlite),10000.0,1911,June,28,900,,Egypt,Africa,31.3167,30.35
523,Nakhon Pathom,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,23200.0,1923,December,21,2100,,Thailand,Asia,13.7333,100.0833
524,Norton County,Stone,Aubrite,Achondrite,AUB,,Achondrite,Aubrite,1100000.0,1948,February,18,1656,Kansas,USA,North America,39.6833,-99.8667
525,Noventa Vicentina,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,177.0,1971,May,12,,Veneto,Italy,Europe,45.2917,11.5272
526,Novo-Urei,Stone,Ureilite,Achondrite,URE,,Primitive Achondrite,Ureilite,1900.0,1886,September,4,715,Mordova Republic,Russia,Europe,54.8167,46.0
527,Novy-Projekt,Stone,,Chondrite,,,Chondrite,OC,1001.0,1908,April,25,200,Plunges,Lithuania,Europe,56.0,22.0
528,Noyan-Bogdo,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,250.0,1933,September,,,Omnogov aymag,Mongolia,Asia,42.9167,102.4667
529,Nuevo Mercurio,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,50000.0,1978,December,15,1850,Zacatecas,Mexico,North America,24.3,-102.1333
530,Nulles,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,5000.0,1851,November,5,1730,,Spain,Europe,41.6333,0.75
531,Numakai,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,363.0,1925,September,5,,Hokkaido,Japan,Asia,43.3333,141.8667
532,Nyaung,Iron,Medium octahedrite,,IIIAB,Om,Achondrite,"Iron, IIIAB",737.6,1939,December,24,1940,Upper Burma,Burma,Asia,21.2083,94.9167
533,Nammianthal,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,4500.0,1886,January,27,,Tamil Nadu,India,Asia,12.2833,79.2
534,Nyirábrany,Stone,Ordinary,Chondrite,LL,5,Chondrite,LL5,1100.0,1914,July,17,,Ungarn,Hungary,Europe,47.55,22.025
535,Nantong,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,529.0,1984,June,15,1135,Jiangsu,China,Asia,32.1167,121.8
536,Nan Yang Pao,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,52900.0,1917,July,11,1200,Gansu,China,Asia,35.6667,103.5
537,Naoki,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,17000.0,1928,September,29,1700,Maharashtra,India,Asia,19.25,77.0
538,Nagai,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,1810.0,1922,May,30,,Honshu,Japan,Asia,38.1217,140.0617
539,Naragh,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,2700.0,1974,August,18,1830,,Iran,Asia,33.75,51.5
540,Narellan,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,367.5,1928,April,8,1915,New South Wales,Australia,Oceania,-34.05,150.6889
541,Näs,Stone,Ordinary,Chondrite,LL,6,,,,1907,May,14,,,Sweden,,59.1833,12.2167
542,Nagaria,Stone,Eucrite,Achondrite,EUC,,Achondrite,Eucrite-cm,20.0,1875,April,24,730,Uttar Pradesh,India,Asia,26.9833,78.2167
543,Nassirah,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,347.0,1936,July,15,1630 to 1700,,New Caledonia,Europe,-21.7333,165.9
544,Nawapali,Stone,Carbonaceous,Chondrite,CM,2,Chondrite,CM2,105.0,1890,June,6,1800,Orissa,India,Asia,21.25,83.6667
545,Neagari,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,420.0,1995,February,18,approx. 23:55 (Japan,Honshu,Japan,Asia,36.4483,136.465
546,Nedagolla,Iron,,,UNGR,,Unclassified,Iron,4500.0,1870,January,23,1900,Andhra Pradesh,India,Asia,18.6833,83.4833
547,Nejo,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,2450.0,1970,May,11,1130,,Ethiopia,Africa,9.5,35.3333
548,Nerft,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,10250.0,1864,April,12,445,Liepajas,Latvia,Europe,56.5,21.5
549,Nagy-Borové,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,6100.0,1895,May,9,,Tatry,Slovakia,Europe,49.1667,19.5
550,New Concord,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,230000.0,1860,May,1,1245,Ohio,USA,North America,40.0,-81.7667
551,New Halfa,Stone,Ordinary,Chondrite,L,4,Chondrite,L4,12000.0,1994,November,8,5:30 (local time),Kassala,Sudan,Africa,15.3667,35.6833
552,Ngawi,Stone,Ordinary,Chondrite,LL,3,Chondrite,LL3.6,1393.0,1883,October,3,1715,Java,Indonesia,Asia,-7.45,111.4167
553,N'Goureyma,Iron,,,UNGR,,Unclassified,Iron,37500.0,1900,June,15,,Ke Macina,Mali,Africa,13.85,-4.3833
554,Otomi,Stone,Ordinary,Chondrite,H,,Chondrite,H,6510.0,1867,May,24,,Honshu,Japan,Asia,38.4,140.35
555,Ottawa,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,840.0,1896,April,9,1815,Kansas,USA,North America,38.6,-95.2167
556,Oued el Hadjar,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,1215.5,1986,March,,,,Morocco,Africa,30.18,-6.5772
557,Ourique,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,20000.0,1998,December,28,0050 UT,,Portugal,Europe,37.6083,-8.28
558,Oviedo,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,205.0,1856,August,5,1745,,Spain,Europe,43.4,-5.8667
559,Ochansk,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,500000.0,1887,August,30,1300,Perm Province,Russia,Europe,57.7833,55.2667
560,Oesede,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,1400.0,1927,December,30,1130,Niedersachsen,Germany,Europe,52.2833,8.05
561,Oesel,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,6000.0,1855,May,11,1530,Saare Province,Estonia,Europe,58.5,23.0
562,Ofehértó,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3750.0,1900,July,25,,Szabolcs,Hungary,Europe,47.8833,22.0333
563,Ohaba,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,16250.0,1857,October,11,15,Transylvania,Romania,Europe,46.0667,23.5833
564,Ohuma,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,7700.0,1963,April,11,,,Nigeria,Africa,6.75,8.5
565,Ojuelos Altos,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,5850.0,1926,December,10,930,Cordoba,Spain,Europe,38.1833,-5.4
566,Okabe,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,194.0,1958,November,26,1500,Honshu,Japan,Asia,36.1833,139.2167
567,Okano,Iron,Hexahedrite,,IIAB,H,Achondrite,"Iron, IIAB",4742.0,1904,April,7,635,Honshu,Japan,Asia,35.0833,135.2
568,Okniny,Stone,Ordinary,Chondrite,LL,6,Chondrite,LL6,12000.0,1834,January,8,930,Volynska Province,Ukraine,Europe,50.8333,25.5
569,Oldenburg (1930),Stone,Ordinary,Chondrite,L,6,Chondrite,L6,16570.0,1930,September,10,1415,Niedersachsen,Germany,Europe,52.95,8.1667
570,Olivenza,Stone,Ordinary,Chondrite,LL,5,Chondrite,LL5,150000.0,1924,June,19,800,,Spain,Europe,38.7167,-7.0667
571,Olmedilla de Alarcón,Stone,Ordinary,Chondrite,H,5,Chondrite,H5,40000.0,1929,February,26,1200,,Spain,Europe,39.5667,-2.1
572,Omolon,Stony-iron,Pallasite,,PAL,,Achondrite,"Pallasite, PMG",250000.0,1981,May,16,510,,Russia,Europe,64.02,161.8083
573,Orebro,Stone,,,,,,,,1958,October,15,,,Sweden,,59.2833,15.2167
574,Orgueil,Stone,Carbonaceous,Chondrite,CI,1,Chondrite,CI1,14000.0,1864,May,14,2000,Tarn-et-Garonne,France,Europe,43.8833,1.3833
575,Ornans,Stone,Carbonaceous,Chondrite,CO,3,Chondrite,CO3.4,6000.0,1868,July,11,1915,Doubs,France,Europe,47.1167,6.15
576,Orvinio,Stone,Ordinary,Chondrite,H,6,Chondrite,H6,3400.0,1872,August,31,515,Lazio,Italy,Europe,42.1333,12.9333
577,Oterøy,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,246.0,1928,October,15,1500,,Norway,Europe,58.8833,9.4
578,Pacula,Stone,Ordinary,Chondrite,L,6,Chondrite,L6,3400.0,1881,June,18,,Hidalgo,Mexico,North America,21.05,-99.3
579,Palca de Aparzo,Stone,Ordinary,Chondrite,L,5,Chondrite,L5,1430.0,1988,September,14,640,Jujuy Province,Argentina,South America,-23.1167,-65.1
580,Phillips County (stone),Stone,Ordinary,Chondrite,L,6,Chondrite,L6,57900.0,1901,May,9,,Kansas,USA,North America,40.0,-99.25
581,Phu Hong,Stone,Ordinary,Chondrite,H,4,Chondrite,H4,500.0,1887,September,22,,,Vietnam,Asia,11.25,108.5833
