,Peak Brightness Date/Time (UT),Latitude (deg.),Longitude (deg.),Altitude (km),Velocity (km/s),vx,vy,vz,Total Radiated Energy (J),Calculated Total Impact Energy (kt),year,month,latitude_decimal,longitude_decimal
724,2003-08-17 13:16:07,39.0S,34.0E,,,,,,647000000000.0,1.6,2003,8,-39.0,34.0
730,2003-06-10 14:11:07,41.8S,122.9E,,,,,,32000000000.0,0.11,2003,6,-41.8,122.9
731,2003-05-27 23:32:32,5.2N,166.2E,,,,,,68000000000.0,0.22,2003,5,5.2,166.2
734,2003-05-15 06:28:32,54.0N,80.4W,,,,,,43000000000.0,0.14,2003,5,54.0,-80.4
736,2003-04-13 17:58:41,14.8N,64.5E,17.0,,,,,175000000000.0,0.5,2003,4,14.8,64.5
737,2003-04-07 09:25:28,18.4S,162.6E,,,,,,22000000000.0,0.079,2003,4,-18.4,162.6
739,2003-03-27 05:50:26,41.4N,87.7W,45.0,,,,,142000000000.0,0.41,2003,3,41.4,-87.7
740,2003-02-25 23:13:28,40.0N,116.0E,,,,,,33000000000.0,0.11,2003,2,40.0,116.0
742,2003-02-12 02:37:54,31.5S,107.5E,,,,,,120000000000.0,0.36,2003,2,-31.5,107.5
743,2003-02-06 17:00:19,62.9S,113.9W,,,,,,197000000000.0,0.55,2003,2,-62.9,-113.9
745,2003-02-04 14:07:08,59.9S,41.0E,,,,,,135000000000.0,0.4,2003,2,-59.9,41.0
748,2002-11-21 00:11:17,1.4S,154.0W,,,,,,240000000000.0,0.66,2002,11,-1.4,-154.0
749,2002-11-12 21:49:56,21.1S,6.8W,,,,,,43000000000.0,0.14,2002,11,-21.1,-6.8
750,2002-11-10 22:13:54,16.0N,166.0W,,,,,,460000000000.0,1.2,2002,11,16.0,-166.0
751,2002-10-09 12:00:35,4.3S,175.9W,,,,,,49000000000.0,0.16,2002,10,-4.3,-175.9
753,2002-09-24 16:48:57,57.9N,112.9E,,,,,,860000000000.0,2.0,2002,9,57.9,112.9
754,2002-08-14 07:48:32,6.9S,126.2W,,,,,,90000000000.0,0.28,2002,8,-6.9,-126.2
755,2002-08-11 20:42:53,18.2S,159.4E,,,,,,1510000000000.0,3.3,2002,8,-18.2,159.4
757,2002-07-25 15:57:32,28.7S,47.0E,,,,,,230000000000.0,0.63,2002,7,-28.7,47.0
758,2002-07-22 11:16:02,34.0N,106.1E,,,,,,53000000000.0,0.17,2002,7,34.0,106.1
761,2002-06-13 15:29:38,24.9S,111.4E,,,,,,191000000000.0,0.54,2002,6,-24.9,111.4
762,2002-06-02 04:28:20,34.0N,21.0E,,,,,,4500000000000.0,8.8,2002,6,34.0,21.0
763,2002-04-03 19:10:21,5.3S,27.1E,,,,,,182000000000.0,0.51,2002,4,-5.3,27.1
768,2002-03-18 14:44:57,60.4S,120.5W,,,,,,20000000000.0,0.073,2002,3,-60.4,-120.5
769,2002-03-09 01:20:24,6.9N,147.3W,,,,,,249000000000.0,0.68,2002,3,6.9,-147.3
770,2002-03-03 21:10:55,37.5N,154.0E,,,,,,82000000000.0,0.25,2002,3,37.5,154.0
771,2002-03-01 03:53:59,29.2N,66.8W,,,,,,38000000000.0,0.13,2002,3,29.2,-66.8
772,2002-02-09 19:50:26,17.7S,138.7E,,,,,,70000000000.0,0.22,2002,2,-17.7,138.7
773,2002-02-01 19:07:54,60.7N,116.6E,,,,,,70000000000.0,0.22,2002,2,60.7,116.6
774,2002-01-20 16:42:04,48.4N,165.0W,,,,,,104000000000.0,0.31,2002,1,48.4,-165.0
781,2001-10-27 19:20:12,52.7N,3.8E,,,,,,36000000000.0,0.12,2001,10,52.7,3.8
788,2001-07-26 21:20:19,0.4N,84.8E,,,,,,326000000000.0,0.86,2001,7,0.4,84.8
789,2001-07-23 22:19:11,41.0N,77.0W,,,,,,1240000000000.0,2.8,2001,7,41.0,-77.0
792,2001-04-23 06:12:35,28.0N,133.6W,29.0,,,,,4600000000000.0,9.0,2001,4,28.0,-133.6
794,2001-04-13 00:29:57,15.3S,162.4E,,,,,,251000000000.0,0.68,2001,4,-15.3,162.4
796,2001-02-04 05:53:38,64.0S,97.3E,,,,,,151000000000.0,0.44,2001,2,-64.0,97.3
797,2001-01-28 16:19:18,66.0N,31.3E,,,,,,108000000000.0,0.32,2001,1,66.0,31.3
798,2000-12-15 13:22:59,41.3N,95.2E,,,,,,262000000000.0,0.71,2000,12,41.3,95.2
799,2000-12-15 03:46:27,50.4N,58.9E,,,,,,27000000000.0,0.095,2000,12,50.4,58.9
801,2000-11-13 00:28:01,13.6S,5.8W,,,,,,66000000000.0,0.21,2000,11,-13.6,-5.8
802,2000-11-06 07:18:57,52.0S,22.2W,,,,,,69000000000.0,0.22,2000,11,-52.0,-22.2
803,2000-10-11 23:29:55,31.7S,5.5W,,,,,,81000000000.0,0.25,2000,10,-31.7,-5.5
805,2000-09-23 04:00:45,58.5S,142.6E,,,,,,22000000000.0,0.079,2000,9,-58.5,142.6
806,2000-09-19 22:12:38,3.2S,133.8W,,,,,,89000000000.0,0.27,2000,9,-3.2,-133.8
807,2000-08-25 01:12:25,14.5N,106.1W,,,,,,1385000000000.0,3.1,2000,8,14.5,-106.1
808,2000-08-13 03:00:32,36.7N,127.8W,,,,,,65000000000.0,0.21,2000,8,36.7,-127.8
809,2000-08-01 16:48:27,50.2S,101.9W,,,,,,182000000000.0,0.51,2000,8,-50.2,-101.9
810,2000-07-31 07:06:34,15.7N,138.5W,,,,,,38000000000.0,0.13,2000,7,15.7,-138.5
811,2000-07-19 17:40:25,17.7S,94.1E,,,,,,107000000000.0,0.32,2000,7,-17.7,94.1
812,2000-07-15 16:13:29,46.6S,163.3E,,,,,,21000000000.0,0.076,2000,7,-46.6,163.3
814,2000-07-07 01:34:20,15.0N,140.7E,,,,,,65000000000.0,0.21,2000,7,15.0,140.7
815,2000-06-27 10:06:51,34.9N,36.8E,,,,,,27000000000.0,0.095,2000,6,34.9,36.8
816,2000-06-23 09:03:42,69.2N,44.0W,,,,,,20000000000.0,0.073,2000,6,69.2,-44.0
817,2000-06-22 20:02:11,32.9N,159.0E,,,,,,30000000000.0,0.1,2000,6,32.9,159.0
819,2000-06-14 16:39:18,28.1N,107.3E,48.0,,,,,145000000000.0,0.42,2000,6,28.1,107.3
821,2000-06-03 03:24:49,36.8N,74.8W,,,,,,30000000000.0,0.1,2000,6,36.8,-74.8
822,2000-06-02 18:44:16,27.5S,18.9W,,,,,,30000000000.0,0.1,2000,6,-27.5,-18.9
824,2000-05-06 11:51:52,49.9N,18.4E,,,,,,28000000000.0,0.098,2000,5,49.9,18.4
825,2000-05-03 10:40:09,5.0S,73.0E,,,,,,59000000000.0,0.19,2000,5,-5.0,73.0
828,2000-03-28 15:27:17,1.0N,98.3E,,,,,,63000000000.0,0.2,2000,3,1.0,98.3
830,2000-03-06 08:29:18,58.0N,175.0E,,,,,,960000000000.0,2.2,2000,3,58.0,175.0
831,2000-02-18 09:25:59,0.9S,109.2E,,,,,,3620000000000.0,7.3,2000,2,-0.9,109.2
832,2000-02-17 14:22:07,14.2N,115.9E,,,,,,22000000000.0,0.079,2000,2,14.2,115.9
833,2000-01-18 16:43:42,60.3N,134.6W,,,,,,1050000000000.0,2.4,2000,1,60.3,-134.6
834,2000-01-18 08:33:58,24.3N,94.9W,,,,,,35000000000.0,0.12,2000,1,24.3,-94.9
835,1999-12-16 00:07:22,26.5S,11.3W,,,,,,67000000000.0,0.21,1999,12,-26.5,-11.3
841,1999-11-15 20:01:28,8.1S,75.4E,,,,,,74000000000.0,0.23,1999,11,-8.1,75.4
842,1999-11-07 17:53:06,2.3S,77.4W,,,,,,89000000000.0,0.27,1999,11,-2.3,-77.4
843,1999-10-26 17:19:42,13.7N,70.8W,,,,,,86000000000.0,0.27,1999,10,13.7,-70.8
844,1999-09-08 23:55:35,22.4N,0.2E,,,,,,28000000000.0,0.098,1999,9,22.4,0.2
845,1999-09-08 14:41:53,32.5N,104.6E,32.0,,,,,90000000000.0,0.28,1999,9,32.5,104.6
846,1999-08-16 05:18:20,35.0N,107.2W,,,,,,36000000000.0,0.12,1999,8,35.0,-107.2
848,1999-08-03 18:25:49,64.7S,18.8W,,,,,,356000000000.0,0.93,1999,8,-64.7,-18.8
849,1999-07-10 08:11:42,37.8S,39.6E,52.0,,,,,326000000000.0,0.86,1999,7,-37.8,39.6
850,1999-07-07 04:14:41,39.5S,174.4E,,,,,,140000000000.0,0.41,1999,7,-39.5,174.4
851,1999-06-25 06:27:41,50.0N,121.0E,69.0,,,,,124000000000.0,0.37,1999,6,50.0,121.0
852,1999-05-23 07:02:10,16.4S,116.3W,,,,,,26000000000.0,0.092,1999,5,-16.4,-116.3
853,1999-04-26 11:33:06,22.5S,6.5E,,,,,,92000000000.0,0.28,1999,4,-22.5,6.5
854,1999-04-26 09:49:26,32.8S,159.1E,,,,,,33000000000.0,0.11,1999,4,-32.8,159.1
855,1999-03-31 23:54:35,17.9S,22.6E,,,,,,234000000000.0,0.64,1999,3,-17.9,22.6
856,1999-03-28 15:37:01,0.8N,97.6E,,,,,,304000000000.0,0.81,1999,3,0.8,97.6
857,1999-03-02 22:23:25,18.9N,50.5E,,,,,,59000000000.0,0.19,1999,3,18.9,50.5
858,1999-02-18 23:15:25,54.9S,64.6W,,,,,,154000000000.0,0.44,1999,2,-54.9,-64.6
859,1999-02-01 14:24:09,80.0N,154.2E,,,,,,28000000000.0,0.098,1999,2,80.0,154.2
860,1999-01-19 02:32:21,7.9N,85.8E,,,,,,24000000000.0,0.086,1999,1,7.9,85.8
861,1999-01-14 08:06:05,44.0S,129.7W,32.0,,,,,5060000000000.0,9.8,1999,1,-44.0,-129.7
864,1999-01-02 18:25:51,47.0N,103.0E,65.0,,,,,35000000000.0,0.12,1999,1,47.0,103.0
866,1998-11-23 20:20:14,82.3N,160.1E,,,,,,25000000000.0,0.089,1998,11,82.3,160.1
867,1998-11-11 16:46:18,6.5N,156.4E,,,,,,656000000000.0,1.6,1998,11,6.5,156.4
870,1998-09-01 11:15:04,34.6N,23.6E,,,,,,24000000000.0,0.086,1998,9,34.6,23.6
875,1998-03-22 22:25:37,1.4N,26.6E,,,,,,140000000000.0,0.41,1998,3,1.4,26.6
877,1998-01-04 23:00:27,35.1S,33.4E,30.0,17.1,6.0,-10.6,12.0,74000000000.0,0.23,1998,1,-35.1,33.4
878,1997-12-28 03:58:18,23.1S,152.4E,,,,,,31000000000.0,0.11,1997,12,-23.1,152.4
879,1997-12-09 08:15:55,62.7N,49.9W,,,,,,270000000000.0,0.73,1997,12,62.7,-49.9
880,1997-11-07 07:46:55,57.3S,167.2E,,,,,,800000000000.0,1.9,1997,11,-57.3,167.2
881,1997-10-09 18:47:15,31.8N,106.0W,37.0,,,,,190000000000.0,0.53,1997,10,31.8,-106.0
882,1997-10-01 14:26:43,46.7N,108.9E,,,,,,62000000000.0,0.2,1997,10,46.7,108.9
883,1997-09-30 12:31:18,38.1S,63.9E,,,,,,23000000000.0,0.082,1997,9,-38.1,63.9
884,1997-09-05 11:41:54,31.1S,56.4E,,,,,,190000000000.0,0.53,1997,9,-31.1,56.4
888,1997-07-04 12:22:33,15.8S,175.8W,,,,,,27000000000.0,0.095,1997,7,-15.8,-175.8
890,1997-04-27 22:34:21,16.7N,87.5E,,,,,,325000000000.0,0.86,1997,4,16.7,87.5
891,1997-02-19 04:31:35,16.3S,87.7W,,,,,,140000000000.0,0.41,1997,2,-16.3,-87.7
892,1997-02-15 15:23:35,35.5N,115.6E,,,,,,150000000000.0,0.43,1997,2,35.5,115.6
895,1997-01-23 10:03:27,15.0S,94.2E,,,,,,270000000000.0,0.73,1997,1,-15.0,94.2
896,1997-01-22 21:13:16,32.2N,29.0E,,,,,,480000000000.0,1.2,1997,1,32.2,29.0
897,1997-01-04 06:46:39,25.7N,5.3W,,,,,,43000000000.0,0.14,1997,1,25.7,-5.3
899,1996-12-17 04:16:18,34.1N,37.2W,,,,,,41000000000.0,0.14,1996,12,34.1,-37.2
905,1996-10-30 12:48:19,2.1S,123.1W,,,,,,21000000000.0,0.076,1996,10,-2.1,-123.1
906,1996-10-28 04:46:21,27.4N,79.4W,,,,,,43000000000.0,0.14,1996,10,27.4,-79.4
907,1996-10-23 08:28:06,47.3S,20.6E,,,,,,44000000000.0,0.15,1996,10,-47.3,20.6
908,1996-10-19 19:01:08,29.7N,34.7W,,,,,,130000000000.0,0.38,1996,10,29.7,-34.7
910,1996-10-05 19:21:02,49.6S,145.9E,,,,,,250000000000.0,0.68,1996,10,-49.6,145.9
918,1996-07-17 03:16:07,31.8N,111.4E,,,,,,50000000000.0,0.16,1996,7,31.8,111.4
919,1996-07-12 14:04:45,20.7N,93.6W,,,,,,32000000000.0,0.11,1996,7,20.7,-93.6
924,1996-03-30 04:03:32,31.1S,84.3W,,,,,,120000000000.0,0.36,1996,3,-31.1,-84.3
925,1996-03-29 20:30:54,21.5N,158.1W,,,,,,128000000000.0,0.38,1996,3,21.5,-158.1
929,1996-02-15 02:38:05,76.0N,127.0W,,,,,,50000000000.0,0.16,1996,2,76.0,-127.0
931,1996-01-15 13:44:23,59.8S,175.8E,,,,,,260000000000.0,0.71,1996,1,-59.8,175.8
933,1995-12-22 13:26:29,70.2S,73.3W,,,,,,450000000000.0,1.1,1995,12,-70.2,-73.3
934,1995-12-09 19:54:26,2.9S,79.0W,,,,,,120000000000.0,0.36,1995,12,-2.9,-79.0
942,1995-08-05 17:14:10,11.6N,104.3W,,,,,,200000000000.0,0.56,1995,8,11.6,-104.3
943,1995-07-11 18:38:41,28.5S,93.3E,,,,,,130000000000.0,0.38,1995,7,-28.5,93.3
944,1995-07-09 18:20:09,0.9S,66.3E,,,,,,25000000000.0,0.089,1995,7,-0.9,66.3
945,1995-07-07 17:33:37,40.2N,76.1W,,,,,,140000000000.0,0.41,1995,7,40.2,-76.1
948,1995-02-16 13:05:47,16.7N,141.7W,,,,,,60000000000.0,0.19,1995,2,16.7,-141.7
949,1995-01-18 10:17:26,51.5N,115.4E,,,,,,70000000000.0,0.22,1995,1,51.5,115.4
951,1995-01-04 04:16:17,46.4N,12.1E,,,,,,41000000000.0,0.14,1995,1,46.4,12.1
954,1994-12-16 09:41:03,42.2S,27.6E,,,,,,50000000000.0,0.16,1994,12,-42.2,27.6
955,1994-11-03 20:01:36,6.5N,89.0E,,,,,,2350000000000.0,5.0,1994,11,6.5,89.0
956,1994-11-01 06:50:46,1.5S,84.5W,,,,,,1000000000000.0,2.3,1994,11,-1.5,-84.5
958,1994-10-20 00:11:21,45.2S,1.9W,,,,,,87000000000.0,0.27,1994,10,-45.2,-1.9
962,1994-06-15 00:02:26,45.0N,73.5W,,,,,,41000000000.0,0.14,1994,6,45.0,-73.5
964,1994-05-29 09:30:58,52.8N,2.3E,,,,,,384000000000.0,1.0,1994,5,52.8,2.3
965,1994-02-01 22:38:09,2.7N,164.1E,,,,,,18200000000000.0,30.0,1994,2,2.7,164.1
966,1993-11-29 17:48:41,26.5N,78.3E,,,,,,26000000000.0,0.092,1993,11,26.5,78.3
967,1993-10-31 03:39:27,51.3N,100.9W,,,,,,40000000000.0,0.13,1993,10,51.3,-100.9
968,1991-10-04 09:22:47,78.7N,6.3E,,,,,,550000000000.0,1.4,1991,10,78.7,6.3
969,1990-10-01 03:51:47,7.5N,142.8E,,,,,,2500000000000.0,5.2,1990,10,7.5,142.8
970,1988-04-15 03:03:10,4.1S,124.3E,,,,,,7580000000000.0,14.0,1988,4,-4.1,124.3
