,name,id,Type,group,mass (g),year,latitude,longitude,country,continent,range label,mass range
667,Nagy-Borové,16893,Chondrite,L5,6100.0,1895.0,49.16667,19.5,Slovakia,Europe,4th_quantile,"(2700.0, 10322.0]"
668,Nakhla,16898,Achondrite,Martian (nakhlite),10000.0,1911.0,31.31667,30.35,Egypt,Africa,4th_quantile,"(2700.0, 10322.0]"
669,Nakhon Pathom,16899,Chondrite,L6,23200.0,1923.0,13.73333,100.08333,Thailand,Asia,5th_quantile,"(10322.0, 224800.0]"
670,Nammianthal,16902,Chondrite,H5,4500.0,1886.0,12.28333,79.2,India,Asia,4th_quantile,"(2700.0, 10322.0]"
671,Nan Yang Pao,16903,Chondrite,L6,52900.0,1917.0,35.66667,103.5,China,Asia,5th_quantile,"(10322.0, 224800.0]"
673,Nantong,16907,Chondrite,H6,529.0,1984.0,32.11667,121.8,China,Asia,2nd_quantile,"(22.0, 682.0]"
674,Naoki,16908,Chondrite,H6,17000.0,1928.0,19.25,77.0,India,Asia,5th_quantile,"(10322.0, 224800.0]"
675,Naragh,16909,Chondrite,H6,2700.0,1974.0,33.75,51.5,"Iran, Islamic Republic of",Asia,3rd_quantile,"(682.0, 2700.0]"
676,Narellan,16912,Chondrite,L6,367.5,1928.0,-34.05,150.68889,Australia,Oceania,2nd_quantile,"(22.0, 682.0]"
678,Nassirah,16922,Chondrite,H4,347.0,1936.0,-21.73333,165.9,France,Europe,2nd_quantile,"(22.0, 682.0]"
679,Natal,16923,Unclassified,Stone-uncl,1.4,1973.0,-30.57249771,30.57249771,South Africa,Africa,1st_quantile,"(0.099, 22.0]"
680,Nawapali,16927,Chondrite,CM2,105.0,1890.0,21.25,83.66667,India,Asia,2nd_quantile,"(22.0, 682.0]"
681,Neagari,16934,Chondrite,L6,420.0,1995.0,36.44917,136.46528,Japan,Asia,2nd_quantile,"(22.0, 682.0]"
682,Nedagolla,16935,Unclassified,"Iron, ungrouped",4500.0,1870.0,18.68333,83.48333,India,Asia,4th_quantile,"(2700.0, 10322.0]"
683,Nejo,16941,Chondrite,L6,2450.0,1970.0,9.5,35.33333,Ethiopia,Africa,3rd_quantile,"(682.0, 2700.0]"
684,Nerft,16945,Chondrite,L6,10250.0,1864.0,56.5,21.5,Latvia,Europe,4th_quantile,"(2700.0, 10322.0]"
685,Neuschwanstein,16950,Chondrite,EL6,6189.0,2002.0,47.525,10.80833,Germany,Europe,4th_quantile,"(2700.0, 10322.0]"
686,New Concord,16953,Chondrite,L6,230000.0,1860.0,40.0,-81.76667,United States,North America,6th_quantile,"(224800.0, 23000000.0]"
687,New Halfa,16954,Chondrite,L4,12000.0,1994.0,15.36667,35.68333,Sudan,Africa,5th_quantile,"(10322.0, 224800.0]"
688,New Orleans,16960,Chondrite,H5,19256.0,2003.0,29.94718,-90.10976,United States,North America,5th_quantile,"(10322.0, 224800.0]"
689,Ngawi,16966,Chondrite,LL3.6,1393.0,1883.0,-7.45,111.41667,Indonesia,Asia,3rd_quantile,"(682.0, 2700.0]"
690,N'Goureyma,16968,Unclassified,"Iron, ungrouped",37500.0,1900.0,13.85,-4.38333,Mali,Africa,5th_quantile,"(10322.0, 224800.0]"
692,Niger (L6),16974,Chondrite,L6,3.3,1967.0,13.71455,9.15856,Niger,Africa,1st_quantile,"(0.099, 22.0]"
693,Niger (LL6),16975,Chondrite,LL6,3.3,1967.0,13.71455,9.15856,Niger,Africa,1st_quantile,"(0.099, 22.0]"
694,Nikolaevka,16976,Chondrite,H4,3996.0,1935.0,52.45,78.63333,Kazakhstan,Asia,4th_quantile,"(2700.0, 10322.0]"
695,Nikolskoe,16977,Chondrite,L4,6000.0,1954.0,56.11667,37.33333,Russian Federation,Europe,4th_quantile,"(2700.0, 10322.0]"
696,Ningbo,16980,Achondrite,"Iron, IVA",14250.0,1975.0,29.86667,121.48333,China,Asia,5th_quantile,"(10322.0, 224800.0]"
697,Ningqiang,16981,Chondrite,C3-ung,4610.0,1983.0,32.925,105.90667,China,Asia,4th_quantile,"(2700.0, 10322.0]"
698,Nio,16982,Chondrite,H3-4,467.0,1897.0,34.2,131.56667,Japan,Asia,2nd_quantile,"(22.0, 682.0]"
699,N'Kandhla,16983,Achondrite,"Iron, IID",17200.0,1912.0,-28.56667,30.7,South Africa,Africa,5th_quantile,"(10322.0, 224800.0]"
701,Noblesville,16985,Chondrite,H4-6,483.7,1991.0,40.08528,-86.055,United States,North America,2nd_quantile,"(22.0, 682.0]"
703,Nogoya,16989,Chondrite,CM2,4000.0,1879.0,-32.36667,-59.83333,Argentina,South America,4th_quantile,"(2700.0, 10322.0]"
704,Norfork,16994,Achondrite,"Iron, IIIAB",1050.0,1918.0,36.21667,-92.26667,United States,North America,3rd_quantile,"(682.0, 2700.0]"
705,Norton County,17922,Achondrite,Aubrite,1100000.0,1948.0,39.68333,-99.86667,United States,North America,6th_quantile,"(224800.0, 23000000.0]"
706,Noventa Vicentina,17930,Chondrite,H4,177.0,1971.0,45.29167,11.52722,Italy,Europe,2nd_quantile,"(22.0, 682.0]"
707,Novo-Urei,17933,Primitive Achondrite,Ureilite,1900.0,1886.0,54.81667,46.0,Russian Federation,Europe,3rd_quantile,"(682.0, 2700.0]"
709,Novy-Projekt,17935,Chondrite,OC,1001.0,1908.0,56.0,22.0,Lithuania,Europe,3rd_quantile,"(682.0, 2700.0]"
710,Noyan-Bogdo,17936,Chondrite,L6,250.0,1933.0,42.91667,102.46667,Mongolia,Asia,2nd_quantile,"(22.0, 682.0]"
711,Nuevo Mercurio,17938,Chondrite,H5,50000.0,1978.0,24.3,-102.13333,Mexico,North America,5th_quantile,"(10322.0, 224800.0]"
712,Nulles,17959,Chondrite,H6,5000.0,1851.0,41.63333,0.75,Spain,Europe,4th_quantile,"(2700.0, 10322.0]"
713,Numakai,17960,Chondrite,H4,363.0,1925.0,43.33333,141.86667,Japan,Asia,2nd_quantile,"(22.0, 682.0]"
714,Nyaung,17969,Achondrite,"Iron, IIIAB",737.6,1939.0,21.20833,94.91667,Myanmar,Asia,3rd_quantile,"(682.0, 2700.0]"
715,Nyirábrany,17970,Chondrite,LL5,1100.0,1914.0,47.55,22.025,Hungary,Europe,3rd_quantile,"(682.0, 2700.0]"
716,Ochansk,17979,Chondrite,H4,500000.0,1887.0,57.78333,55.26667,Russian Federation,Europe,6th_quantile,"(224800.0, 23000000.0]"
717,Oesede,17988,Chondrite,H5,1400.0,1927.0,52.28333,8.05,Germany,Europe,3rd_quantile,"(682.0, 2700.0]"
718,Oesel,17989,Chondrite,L6,6000.0,1855.0,58.5,23.0,Estonia,Europe,4th_quantile,"(2700.0, 10322.0]"
719,Ofehértó,17990,Chondrite,L6,3750.0,1900.0,47.88333,22.03333,Hungary,Europe,4th_quantile,"(2700.0, 10322.0]"
721,Ohaba,17995,Chondrite,H5,16250.0,1857.0,46.06667,23.58333,Romania,Europe,5th_quantile,"(10322.0, 224800.0]"
722,Ohuma,17996,Chondrite,L5,7700.0,1963.0,6.75,8.5,Nigeria,Africa,4th_quantile,"(2700.0, 10322.0]"
723,Ojuelos Altos,17997,Chondrite,L6,5850.0,1926.0,38.18333,-5.4,Spain,Europe,4th_quantile,"(2700.0, 10322.0]"
724,Okabe,17998,Chondrite,H5,194.0,1958.0,36.18333,139.21667,Japan,Asia,2nd_quantile,"(22.0, 682.0]"
725,Okano,18000,Achondrite,"Iron, IIAB",4742.0,1904.0,35.08333,135.2,Japan,Asia,4th_quantile,"(2700.0, 10322.0]"
726,Okniny,18002,Chondrite,LL6,12000.0,1834.0,50.83333,25.5,Ukraine,Europe,5th_quantile,"(10322.0, 224800.0]"
727,Oldenburg (1930),18009,Chondrite,L6,16570.0,1930.0,52.95,8.16667,Germany,Europe,5th_quantile,"(10322.0, 224800.0]"
729,Olivenza,18013,Chondrite,LL5,150000.0,1924.0,38.71667,-7.06667,Spain,Europe,5th_quantile,"(10322.0, 224800.0]"
730,Olmedilla de Alarcón,18015,Chondrite,H5,40000.0,1929.0,39.56667,-2.1,Spain,Europe,5th_quantile,"(10322.0, 224800.0]"
731,Omolon,18019,Achondrite,"Pallasite, PMG",250000.0,1981.0,64.02,161.80833,Russian Federation,Europe,6th_quantile,"(224800.0, 23000000.0]"
732,Orgueil,18026,Chondrite,CI1,14000.0,1864.0,43.88333,1.38333,France,Europe,5th_quantile,"(10322.0, 224800.0]"
733,Orlando,34489,Achondrite,Eucrite,180.0,2004.0,28.5475,-81.36222,United States,North America,2nd_quantile,"(22.0, 682.0]"
734,Ornans,18030,Chondrite,CO3.4,6000.0,1868.0,47.11667,6.15,France,Europe,4th_quantile,"(2700.0, 10322.0]"
736,Orvinio,18034,Chondrite,H6,3400.0,1872.0,42.13333,12.93333,Italy,Europe,4th_quantile,"(2700.0, 10322.0]"
737,Oterøy,18042,Chondrite,L6,246.0,1928.0,58.88333,9.4,Norway,Europe,2nd_quantile,"(22.0, 682.0]"
738,Otomi,18045,Chondrite,H,6510.0,1867.0,38.4,140.35,Japan,Asia,4th_quantile,"(2700.0, 10322.0]"
739,Ottawa,18046,Chondrite,LL6,840.0,1896.0,38.6,-95.21667,United States,North America,3rd_quantile,"(682.0, 2700.0]"
740,Ouadangou,56729,Chondrite,L5,4440.0,2003.0,12.9,0.08,Burkina Faso,Africa,4th_quantile,"(2700.0, 10322.0]"
741,Oued el Hadjar,18050,Chondrite,LL6,1215.5,1986.0,30.18,-6.57717,Morocco,Africa,3rd_quantile,"(682.0, 2700.0]"
742,Oum Dreyga,31282,Chondrite,H3-5,17000.0,2003.0,24.3,-13.1,Morocco,Africa,5th_quantile,"(10322.0, 224800.0]"
743,Ourique,18052,Chondrite,H4,20000.0,1998.0,37.60833,-8.28,Portugal,Europe,5th_quantile,"(10322.0, 224800.0]"
744,Ovambo,18055,Chondrite,L6,121.5,1900.0,-18.0,16.0,Namibia,Africa,2nd_quantile,"(22.0, 682.0]"
745,Oviedo,18058,Chondrite,H5,205.0,1856.0,43.4,-5.86667,Spain,Europe,2nd_quantile,"(22.0, 682.0]"
747,Pacula,18068,Chondrite,L6,3400.0,1881.0,21.05,-99.3,Mexico,North America,4th_quantile,"(2700.0, 10322.0]"
748,Padvarninkai,18069,Achondrite,Eucrite-mmict,3858.0,1929.0,55.66667,25.0,Lithuania,Europe,4th_quantile,"(2700.0, 10322.0]"
749,Paitan,18072,Chondrite,H6,515.0,1910.0,17.74333,120.45583,Philippines,Asia,2nd_quantile,"(22.0, 682.0]"
751,Palca de Aparzo,18074,Chondrite,L5,1430.0,1988.0,-23.11667,-65.1,Argentina,South America,3rd_quantile,"(682.0, 2700.0]"
752,Palinshih,18077,Unclassified,Iron,18000.0,1914.0,43.48333,118.61667,China,Asia,5th_quantile,"(10322.0, 224800.0]"
753,Palmyra,18079,Chondrite,L3,135.0,1926.0,39.8,-91.5,United States,North America,2nd_quantile,"(22.0, 682.0]"
754,Palolo Valley,18082,Chondrite,H5,682.0,1949.0,21.3,-157.78333,United States,North America,2nd_quantile,"(22.0, 682.0]"
755,Pampanga,18093,Chondrite,L5,10500.0,1859.0,15.08333,120.7,Philippines,Asia,5th_quantile,"(10322.0, 224800.0]"
756,Pantar,18098,Chondrite,H5,2130.0,1938.0,8.06667,124.28333,Philippines,Asia,3rd_quantile,"(682.0, 2700.0]"
757,Paragould,18101,Chondrite,LL5,408000.0,1930.0,36.06667,-90.5,United States,North America,6th_quantile,"(224800.0, 23000000.0]"
758,Parambu,18102,Chondrite,LL5,2000.0,1967.0,-6.23333,-40.7,Brazil,South America,3rd_quantile,"(682.0, 2700.0]"
759,Paranaiba,18103,Chondrite,L6,100000.0,1956.0,-19.13333,-51.66667,Brazil,South America,5th_quantile,"(10322.0, 224800.0]"
760,Park Forest,18106,Chondrite,L5,18000.0,2003.0,41.48472,-87.67917,United States,North America,5th_quantile,"(10322.0, 224800.0]"
761,Parnallee,18108,Chondrite,LL3.6,77600.0,1857.0,9.23333,78.35,India,Asia,5th_quantile,"(10322.0, 224800.0]"
762,Parsa,18109,Chondrite,EH3,800.0,1942.0,26.2,85.4,India,Asia,3rd_quantile,"(682.0, 2700.0]"
763,Pasamonte,18110,Achondrite,Eucrite-pmict,5100.0,1933.0,36.21667,-103.4,United States,North America,4th_quantile,"(2700.0, 10322.0]"
764,Patora,18112,Chondrite,H6,4375.0,1969.0,20.93694,82.05,India,Asia,4th_quantile,"(2700.0, 10322.0]"
765,Patrimonio,18116,Chondrite,L6,2121.0,1950.0,-19.53333,-48.56667,Brazil,South America,3rd_quantile,"(682.0, 2700.0]"
766,Patti,18118,Unclassified,Iron,12.0,1922.0,38.13333,14.96667,Italy,Europe,1st_quantile,"(0.099, 22.0]"
767,Patwar,18171,Achondrite,Mesosiderite-A1,37350.0,1935.0,23.15,91.18333,Bangladesh,Asia,5th_quantile,"(10322.0, 224800.0]"
768,Pavel,18173,Chondrite,H5,2968.0,1966.0,43.46667,25.51667,Bulgaria,Europe,4th_quantile,"(2700.0, 10322.0]"
769,Pavlodar (stone),18175,Chondrite,H5,142.5,1938.0,52.3,77.03333,Kazakhstan,Asia,2nd_quantile,"(22.0, 682.0]"
771,Pavlovka,18177,Achondrite,Howardite,2000.0,1882.0,52.03333,43.0,Russian Federation,Europe,3rd_quantile,"(682.0, 2700.0]"
773,Peace River,18180,Chondrite,L6,45760.0,1963.0,56.13333,-117.93333,Canada,North America,5th_quantile,"(10322.0, 224800.0]"
774,Peckelsheim,18181,Achondrite,Diogenite-pm,117.8,1953.0,51.66667,9.25,Germany,Europe,2nd_quantile,"(22.0, 682.0]"
775,Peekskill,18782,Chondrite,H6,12570.0,1992.0,41.28333,-73.91667,United States,North America,5th_quantile,"(10322.0, 224800.0]"
776,Peña Blanca Spring,18786,Achondrite,Aubrite,70000.0,1946.0,30.125,-103.11667,United States,North America,5th_quantile,"(10322.0, 224800.0]"
777,Peramiho,18792,Achondrite,Eucrite-mmict,165.0,1899.0,-10.66667,35.5,"Tanzania, United Republic of",Africa,2nd_quantile,"(22.0, 682.0]"
778,Perpeti,18793,Chondrite,L6,23474.0,1935.0,23.325,91.0,Bangladesh,Asia,5th_quantile,"(10322.0, 224800.0]"
779,Perth,18797,Chondrite,LL5,2.0,1830.0,56.4,-3.43333,United Kingdom,Europe,1st_quantile,"(0.099, 22.0]"
780,Pervomaisky,18798,Chondrite,L6,66000.0,1933.0,56.63333,39.43333,Russian Federation,Europe,5th_quantile,"(10322.0, 224800.0]"
781,Pesyanoe,18799,Achondrite,Aubrite,3393.0,1933.0,55.5,66.08333,Russian Federation,Europe,4th_quantile,"(2700.0, 10322.0]"
782,Pétèlkolé,18800,Chondrite,H5,189.0,1995.0,14.052,0.42,Niger,Africa,2nd_quantile,"(22.0, 682.0]"
783,Petersburg,18801,Achondrite,Eucrite-pmict,1800.0,1855.0,35.3,-86.63333,United States,North America,3rd_quantile,"(682.0, 2700.0]"
785,Phillips County (stone),18808,Chondrite,L6,57900.0,1901.0,40.0,-99.25,United States,North America,5th_quantile,"(10322.0, 224800.0]"
786,Phu Hong,18809,Chondrite,H4,500.0,1887.0,11.25,108.58333,Viet Nam,Asia,2nd_quantile,"(22.0, 682.0]"
787,Phum Sambo,18811,Chondrite,H4,7800.0,1933.0,12.0,105.48333,Cambodia,Asia,4th_quantile,"(2700.0, 10322.0]"
788,Phuoc-Binh,18812,Chondrite,L5,11000.0,1941.0,15.71667,108.1,Viet Nam,Asia,5th_quantile,"(10322.0, 224800.0]"
789,Piancaldoli,18813,Chondrite,LL3.4,13.1,1968.0,44.24417,11.50222,Italy,Europe,1st_quantile,"(0.099, 22.0]"
791,Pillistfer,18822,Chondrite,EL6,23250.0,1863.0,58.66667,25.73333,Estonia,Europe,5th_quantile,"(10322.0, 224800.0]"
792,Piplia Kalan,18831,Achondrite,Eucrite-mmict,42000.0,1996.0,26.03472,73.94167,India,Asia,5th_quantile,"(10322.0, 224800.0]"
793,Piquetberg,18832,Chondrite,H,37.0,1881.0,-32.86667,18.71667,South Africa,Africa,2nd_quantile,"(22.0, 682.0]"
794,Pirgunje,18834,Chondrite,L6,842.0,1882.0,25.8,88.45,Bangladesh,Asia,3rd_quantile,"(682.0, 2700.0]"
795,Pirthalla,18835,Chondrite,H6,1161.0,1884.0,29.58333,76.0,India,Asia,3rd_quantile,"(682.0, 2700.0]"
796,Pitts,18837,Primitive Achondrite,"Iron, IAB-ung",3760.0,1921.0,31.95,-83.51667,United States,North America,4th_quantile,"(2700.0, 10322.0]"
797,Plantersville,18846,Chondrite,H6,2085.0,1930.0,30.7,-96.11667,United States,North America,3rd_quantile,"(682.0, 2700.0]"
798,Pleşcoi,51706,Chondrite,L5-6,6913.0,2008.0,45.275,26.70972,Romania,Europe,4th_quantile,"(2700.0, 10322.0]"
800,Pnompehn,18851,Chondrite,L6,96.0,1868.0,11.58333,104.91667,Cambodia,Asia,2nd_quantile,"(22.0, 682.0]"
802,Pokhra,18858,Chondrite,H5,350.0,1866.0,26.71667,82.66667,India,Asia,2nd_quantile,"(22.0, 682.0]"
803,Pollen,18860,Chondrite,CM2,253.6,1942.0,66.34833,14.015,Norway,Europe,2nd_quantile,"(22.0, 682.0]"
804,Pontlyfni,18865,Primitive Achondrite,Winonaite,157.0,1931.0,53.03639,-4.31944,United Kingdom,Europe,2nd_quantile,"(22.0, 682.0]"
805,Portales Valley,18874,Chondrite,H6,71400.0,1998.0,34.175,-103.295,United States,North America,5th_quantile,"(10322.0, 224800.0]"
807,Po-wang Chen,18879,Chondrite,LL,665.0,1933.0,31.41667,118.5,China,Asia,2nd_quantile,"(22.0, 682.0]"
808,Prambachkirchen,18883,Chondrite,L6,2125.0,1932.0,48.3025,13.94083,Austria,Europe,3rd_quantile,"(682.0, 2700.0]"
809,Pribram,18887,Chondrite,H5,5555.0,1959.0,49.66667,14.03333,Czechia,Europe,4th_quantile,"(2700.0, 10322.0]"
810,Pricetown,18888,Chondrite,L6,900.0,1893.0,39.11667,-83.85,United States,North America,3rd_quantile,"(682.0, 2700.0]"
811,Puerto Lápice,45984,Achondrite,Eucrite-br,500.0,2007.0,39.35,-3.51667,Spain,Europe,2nd_quantile,"(22.0, 682.0]"
812,Pulsora,18899,Chondrite,H5,560.0,1863.0,23.36667,75.18333,India,Asia,2nd_quantile,"(22.0, 682.0]"
813,Pultusk,18901,Chondrite,H5,250000.0,1868.0,52.76667,21.26667,Poland,Europe,6th_quantile,"(224800.0, 23000000.0]"
815,Putinga,18905,Chondrite,L6,300000.0,1937.0,-29.03333,-53.05,Brazil,South America,6th_quantile,"(224800.0, 23000000.0]"
816,Qidong,18907,Chondrite,L/LL5,1275.0,1982.0,32.08333,121.5,China,Asia,3rd_quantile,"(682.0, 2700.0]"
817,Qingzhen,18908,Chondrite,EH3,2600.0,1976.0,26.53333,106.46667,China,Asia,3rd_quantile,"(682.0, 2700.0]"
818,Queen's Mercy,22357,Chondrite,H6,7000.0,1925.0,-30.11667,28.7,Lesotho,Africa,4th_quantile,"(2700.0, 10322.0]"
819,Quenggouk,22358,Chondrite,H4,6045.0,1857.0,17.76667,95.18333,Myanmar,Asia,4th_quantile,"(2700.0, 10322.0]"
820,Quesa,22360,Primitive Achondrite,"Iron, IAB-ung",10750.0,1898.0,39.0,-0.66667,Spain,Europe,5th_quantile,"(10322.0, 224800.0]"
821,Quija,22361,Chondrite,H,17450.0,1990.0,44.61667,126.13333,China,Asia,5th_quantile,"(10322.0, 224800.0]"
822,Quincay,22363,Chondrite,L6,65.0,1851.0,46.6,0.25,France,Europe,2nd_quantile,"(22.0, 682.0]"
823,Raco,22368,Chondrite,H5,5000.0,1957.0,-26.66667,-65.45,Argentina,South America,4th_quantile,"(2700.0, 10322.0]"
824,Raghunathpura,22371,Achondrite,"Iron, IIAB",10200.0,1986.0,27.72528,76.465,India,Asia,4th_quantile,"(2700.0, 10322.0]"
825,Rahimyar Khan,31302,Chondrite,L5,67225.0,1983.0,28.225,70.2,Pakistan,Asia,5th_quantile,"(10322.0, 224800.0]"
826,Rakovka,22376,Chondrite,L6,9000.0,1878.0,52.98333,37.03333,Russian Federation,Europe,4th_quantile,"(2700.0, 10322.0]"
827,Ramnagar,22384,Chondrite,L6,3766.0,1940.0,26.45,82.9,India,Asia,4th_quantile,"(2700.0, 10322.0]"
828,Rampurhat,22385,Chondrite,LL,100.0,1916.0,24.16667,87.76667,India,Asia,2nd_quantile,"(22.0, 682.0]"
829,Ramsdorf,22386,Chondrite,L6,4682.0,1958.0,51.88333,6.93333,Germany,Europe,4th_quantile,"(2700.0, 10322.0]"
830,Ranchapur,22387,Chondrite,H4,290.4,1917.0,23.98333,87.08333,India,Asia,2nd_quantile,"(22.0, 682.0]"
831,Rancho de la Presa,22390,Chondrite,H5,300.0,1899.0,19.86667,-100.81667,Mexico,North America,2nd_quantile,"(22.0, 682.0]"
832,Rangala,22392,Chondrite,L6,3224.5,1937.0,25.38333,72.01667,India,Asia,4th_quantile,"(2700.0, 10322.0]"
833,Raoyang,22394,Chondrite,L6,4910.0,1919.0,38.2,115.7,China,Asia,4th_quantile,"(2700.0, 10322.0]"
834,Ras Tanura,22395,Chondrite,H6,6.1,1961.0,26.66667,50.15,Saudi Arabia,Asia,1st_quantile,"(0.099, 22.0]"
836,Ratyn,22398,Unclassified,Stone-uncl,910.0,1880.0,52.2,17.98333,Poland,Europe,3rd_quantile,"(682.0, 2700.0]"
837,Red Canyon Lake,53502,Chondrite,H5,18.41,2007.0,38.13742,-119.75812,United States,North America,1st_quantile,"(0.099, 22.0]"
838,Reliegos,22584,Chondrite,L5,17300.0,1947.0,42.475,-5.33333,Spain,Europe,5th_quantile,"(10322.0, 224800.0]"
839,Rembang,22585,Achondrite,"Iron, IVA",10000.0,1919.0,-6.73333,111.36667,Indonesia,Asia,4th_quantile,"(2700.0, 10322.0]"
841,Renca,22587,Chondrite,L5,300.0,1925.0,-32.75,-65.28333,Argentina,South America,2nd_quantile,"(22.0, 682.0]"
842,Renqiu,22589,Chondrite,L6,355.0,1916.0,38.66667,116.13333,China,Asia,2nd_quantile,"(22.0, 682.0]"
843,Repeev Khutor,22590,Achondrite,"Iron, IIF",7000.0,1933.0,48.6,45.66667,Russian Federation,Europe,4th_quantile,"(2700.0, 10322.0]"
844,Revelstoke,22592,Chondrite,CI1,1.0,1965.0,51.33333,-118.95,Canada,North America,1st_quantile,"(0.099, 22.0]"
845,Rewari,22593,Chondrite,L6,3332.0,1929.0,28.2,76.66667,India,Asia,4th_quantile,"(2700.0, 10322.0]"
846,Rich Mountain,22597,Chondrite,L6,668.0,1903.0,35.03333,-83.03333,United States,North America,2nd_quantile,"(22.0, 682.0]"
847,Uzcudun,24140,Chondrite,L,20000.0,1948.0,-44.11667,-66.15,Argentina,South America,5th_quantile,"(10322.0, 224800.0]"
848,Richardton,22599,Chondrite,H5,90000.0,1918.0,46.88333,-102.31667,United States,North America,5th_quantile,"(10322.0, 224800.0]"
849,Richland Springs,22602,Chondrite,OC,1900.0,1980.0,31.25,-99.03333,United States,North America,3rd_quantile,"(682.0, 2700.0]"
851,Rio Negro,22611,Chondrite,L4,1310.0,1934.0,-26.1,-49.8,Brazil,South America,3rd_quantile,"(682.0, 2700.0]"
853,Rochester,22637,Chondrite,H6,340.0,1876.0,41.08333,-86.28333,United States,North America,2nd_quantile,"(22.0, 682.0]"
854,Rockhampton,22640,Unclassified,Stone-uncl,1641.0,1895.0,-23.38333,150.51667,Australia,Oceania,3rd_quantile,"(682.0, 2700.0]"
855,Roda,22641,Achondrite,Diogenite,400.0,1871.0,42.3,0.55,Spain,Europe,2nd_quantile,"(22.0, 682.0]"
857,Rose City,22766,Chondrite,H5,10600.0,1921.0,44.51667,-83.95,United States,North America,5th_quantile,"(10322.0, 224800.0]"
858,Rowton,22773,Achondrite,"Iron, IIIAB",3500.0,1876.0,52.76667,-2.51667,United Kingdom,Europe,4th_quantile,"(2700.0, 10322.0]"
859,Ruhobobo,22780,Chondrite,L6,465.5,1976.0,-1.45,29.83333,Rwanda,Africa,2nd_quantile,"(22.0, 682.0]"
860,Rumuruti,22782,Chondrite,R3.8-6,67.0,1934.0,0.26667,36.53333,Kenya,Africa,2nd_quantile,"(22.0, 682.0]"
861,Rupota,22783,Chondrite,L4-6,6000.0,1949.0,-10.26667,38.76667,"Tanzania, United Republic of",Africa,4th_quantile,"(2700.0, 10322.0]"
862,Ryechki,22791,Chondrite,L5,13000.0,1914.0,51.13333,34.5,Ukraine,Europe,5th_quantile,"(10322.0, 224800.0]"
863,Sabetmahet,22792,Chondrite,H5,1250.0,1855.0,27.43333,82.08333,India,Asia,3rd_quantile,"(682.0, 2700.0]"
864,Sabrum,22793,Chondrite,LL6,478.0,1999.0,23.08333,91.66667,India,Asia,2nd_quantile,"(22.0, 682.0]"
866,Saint-Sauveur,23101,Chondrite,EH5,14000.0,1914.0,43.73333,1.38333,France,Europe,5th_quantile,"(10322.0, 224800.0]"
867,Saint-Séverin,23102,Chondrite,LL6,271000.0,1966.0,45.3,0.23333,France,Europe,6th_quantile,"(224800.0, 23000000.0]"
868,Sakauchi,23103,Unclassified,Iron,4180.0,1913.0,35.66667,136.3,Japan,Asia,4th_quantile,"(2700.0, 10322.0]"
869,Salem,23107,Chondrite,L6,61.4,1981.0,44.97917,-122.96944,United States,North America,2nd_quantile,"(22.0, 682.0]"
871,Salzwedel,23114,Chondrite,LL5,43.0,1985.0,52.75,11.05,Germany,Europe,2nd_quantile,"(22.0, 682.0]"
872,Samelia,23115,Achondrite,"Iron, IIIAB",2462.0,1921.0,25.66667,74.86667,India,Asia,3rd_quantile,"(682.0, 2700.0]"
873,San Juan Capistrano,23128,Chondrite,H6,56.0,1973.0,33.48472,-117.6625,United States,North America,2nd_quantile,"(22.0, 682.0]"
874,San Michele,31315,Chondrite,L6,237.0,2002.0,43.66667,13.0,Italy,Europe,2nd_quantile,"(22.0, 682.0]"
875,San Pedro de Quiles,23130,Chondrite,L6,282.0,1956.0,-31.01667,-71.4,Chile,South America,2nd_quantile,"(22.0, 682.0]"
876,San Pedro Jacuaro,34063,Chondrite,LL6,460.0,1968.0,19.76667,-100.65,Mexico,North America,2nd_quantile,"(22.0, 682.0]"
877,Santa Barbara,23161,Chondrite,L4,400.0,1873.0,-29.2,-51.86667,Brazil,South America,2nd_quantile,"(22.0, 682.0]"
878,Santa Cruz,23164,Chondrite,CM2,60.0,1939.0,24.16667,-99.33333,Mexico,North America,2nd_quantile,"(22.0, 682.0]"
879,Santa Isabel,23165,Chondrite,L6,5500.0,1924.0,-33.9,-61.7,Argentina,South America,4th_quantile,"(2700.0, 10322.0]"
880,Santa Lucia (2008),50909,Chondrite,L6,4000.0,2008.0,-31.535556,-68.489444,Argentina,South America,4th_quantile,"(2700.0, 10322.0]"
881,São Jose do Rio Preto,23171,Chondrite,H4,927.0,1962.0,-20.81,-49.38056,Brazil,South America,3rd_quantile,"(682.0, 2700.0]"
882,Saratov,23176,Chondrite,L4,200000.0,1918.0,52.55,46.55,Russian Federation,Europe,5th_quantile,"(10322.0, 224800.0]"
884,Sauguis,23188,Chondrite,L6,4000.0,1868.0,43.15,-0.85,France,Europe,4th_quantile,"(2700.0, 10322.0]"
885,Savtschenskoje,23190,Chondrite,LL4,2500.0,1894.0,47.21667,29.86667,Ukraine,Europe,3rd_quantile,"(682.0, 2700.0]"
886,Sayama,23192,Chondrite,CM2,430.0,1986.0,35.86667,139.4,Japan,Asia,2nd_quantile,"(22.0, 682.0]"
887,Sazovice,23455,Chondrite,L5,412.0,1934.0,49.23333,17.56667,Czechia,Europe,2nd_quantile,"(22.0, 682.0]"
889,Schenectady,23458,Chondrite,H5,283.3,1968.0,42.86083,-73.95028,United States,North America,2nd_quantile,"(22.0, 682.0]"
